[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=51331 | powershell.exe | uy.edu.um.entities.User@6e5e91e4 | P=83
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=50169 | taskmgr.exe | uy.edu.um.entities.User@23ab930d | P=70
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=1596 | notepad.exe | uy.edu.um.entities.User@4d76f3f8 | P=226
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=75375 | explorer.exe | uy.edu.um.entities.User@4d76f3f8 | P=130
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=89843 | netstat.exe | uy.edu.um.entities.User@4d76f3f8 | P=100
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=75318 | ipconfig.exe | uy.edu.um.entities.User@3fa77460 | P=197
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=26181 | node.exe | uy.edu.um.entities.User@2d8e6db6 | P=69
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=19831 | ping.exe | uy.edu.um.entities.User@2d38eb89 | P=67
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=7568 | services.exe | uy.edu.um.entities.User@27f8302d | P=52
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=73318 | powershell.exe | uy.edu.um.entities.User@619a5dff | P=117
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=76993 | wmic.exe | uy.edu.um.entities.User@619a5dff | P=98
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=59857 | calc.exe | uy.edu.um.entities.User@4534b60d | P=196
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=57864 | git.exe | uy.edu.um.entities.User@6e5e91e4 | P=116
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=28368 | ssh.exe | uy.edu.um.entities.User@27f8302d | P=66
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=57463 | python.exe | uy.edu.um.entities.User@2d38eb89 | P=83
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=45983 | taskmgr.exe | uy.edu.um.entities.User@619a5dff | P=116
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=86847 | node.exe | uy.edu.um.entities.User@4534b60d | P=196
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=2640 | cmd.exe | uy.edu.um.entities.User@2d8e6db6 | P=54
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=69545 | netstat.exe | uy.edu.um.entities.User@6e5e91e4 | P=67
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=94643 | explorer.exe | uy.edu.um.entities.User@5fa7e7ff | P=99
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=65657 | powershell.exe | uy.edu.um.entities.User@1ed6993a | P=115
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=13618 | node.exe | uy.edu.um.entities.User@2d8e6db6 | P=83
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=61408 | ssh.exe | uy.edu.um.entities.User@4d76f3f8 | P=196
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=62562 | chrome.exe | uy.edu.um.entities.User@3fa77460 | P=196
[2026-06-10 17:03:57]: EXECUTING PROCESS: PID=36887 | uy.edu.um.entities.User@2d8e6db6
 uy.edu.um.entities.Event@7e32c033
 uy.edu.um.entities.Event@7ab2bfe1
 uy.edu.um.entities.Event@497470ed
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=51331 | powershell.exe | uy.edu.um.entities.User@5e8c92f4 | P=83
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=47122 | services.exe | uy.edu.um.entities.User@61e4705b | P=85
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=57160 | powershell.exe | uy.edu.um.entities.User@50134894 | P=115
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=19520 | taskmgr.exe | uy.edu.um.entities.User@2957fcb0 | P=131
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=69402 | netstat.exe | uy.edu.um.entities.User@1376c05c | P=117
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=54724 | gradle.exe | uy.edu.um.entities.User@2957fcb0 | P=163
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=55995 | ftp.exe | uy.edu.um.entities.User@51521cc1 | P=133
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=11014 | cmd.exe | uy.edu.um.entities.User@1b4fb997 | P=84
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=83656 | ssh.exe | uy.edu.um.entities.User@5e8c92f4 | P=52
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=24752 | ssh.exe | uy.edu.um.entities.User@2957fcb0 | P=166
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=36887 | docker.exe | uy.edu.um.entities.User@1b4fb997 | P=50
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=68906 | netstat.exe | uy.edu.um.entities.User@1376c05c | P=50
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=99038 | cmd.exe | uy.edu.um.entities.User@61e4705b | P=117
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=96813 | gradle.exe | uy.edu.um.entities.User@deb6432 | P=66
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=53121 | docker.exe | uy.edu.um.entities.User@1376c05c | P=117
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=58698 | taskmgr.exe | uy.edu.um.entities.User@28ba21f3 | P=98
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=24741 | control.exe | uy.edu.um.entities.User@deb6432 | P=66
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=55956 | mvn.exe | uy.edu.um.entities.User@2957fcb0 | P=227
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=74438 | ping.exe | uy.edu.um.entities.User@694f9431 | P=163
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=91329 | ssh.exe | uy.edu.um.entities.User@f2a0b8e | P=66
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=43803 | ping.exe | uy.edu.um.entities.User@5e8c92f4 | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=27505 | chrome.exe | uy.edu.um.entities.User@694f9431 | P=130
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=43451 | cmd.exe | uy.edu.um.entities.User@694f9431 | P=228
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=62192 | notepad.exe | uy.edu.um.entities.User@50134894 | P=66
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=77653 | chrome.exe | uy.edu.um.entities.User@1376c05c | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=76208 | ftp.exe | uy.edu.um.entities.User@593634ad | P=69
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=27009 | ping.exe | uy.edu.um.entities.User@28ba21f3 | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=94876 | cmd.exe | uy.edu.um.entities.User@2957fcb0 | P=163
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=19491 | control.exe | uy.edu.um.entities.User@1376c05c | P=115
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=73893 | ping.exe | uy.edu.um.entities.User@694f9431 | P=198
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=82095 | regedit.exe | uy.edu.um.entities.User@593634ad | P=66
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=84665 | control.exe | uy.edu.um.entities.User@deb6432 | P=83
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=30125 | control.exe | uy.edu.um.entities.User@593634ad | P=83
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=17696 | netstat.exe | uy.edu.um.entities.User@5e8c92f4 | P=50
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=77055 | wmic.exe | uy.edu.um.entities.User@1b4fb997 | P=50
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=31700 | cmd.exe | uy.edu.um.entities.User@1376c05c | P=67
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=68843 | notepad.exe | uy.edu.um.entities.User@2957fcb0 | P=133
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=28110 | java.exe | uy.edu.um.entities.User@50134894 | P=117
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=70368 | ftp.exe | uy.edu.um.entities.User@50134894 | P=52
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=2455 | ipconfig.exe | uy.edu.um.entities.User@2957fcb0 | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=13200 | ipconfig.exe | uy.edu.um.entities.User@28ba21f3 | P=162
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=69281 | ipconfig.exe | uy.edu.um.entities.User@5e8c92f4 | P=82
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=23926 | wmic.exe | uy.edu.um.entities.User@2957fcb0 | P=194
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=74200 | services.exe | uy.edu.um.entities.User@694f9431 | P=102
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=73480 | docker.exe | uy.edu.um.entities.User@2957fcb0 | P=227
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=19399 | ssh.exe | uy.edu.um.entities.User@50134894 | P=83
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=69372 | ssh.exe | uy.edu.um.entities.User@1b4fb997 | P=85
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=50849 | ipconfig.exe | uy.edu.um.entities.User@61e4705b | P=54
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=25776 | git.exe | uy.edu.um.entities.User@1376c05c | P=101
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=88525 | regedit.exe | uy.edu.um.entities.User@61e4705b | P=56
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=10474 | notepad.exe | uy.edu.um.entities.User@5e8c92f4 | P=67
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=58753 | control.exe | uy.edu.um.entities.User@694f9431 | P=229
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=64496 | control.exe | uy.edu.um.entities.User@593634ad | P=116
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=23751 | diskpart.exe | uy.edu.um.entities.User@51521cc1 | P=164
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=77515 | control.exe | uy.edu.um.entities.User@61e4705b | P=84
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=72653 | cmd.exe | uy.edu.um.entities.User@deb6432 | P=52
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=86178 | notepad.exe | uy.edu.um.entities.User@28ba21f3 | P=227
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=31227 | explorer.exe | uy.edu.um.entities.User@1b4fb997 | P=84
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=17545 | node.exe | uy.edu.um.entities.User@deb6432 | P=115
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=68117 | python.exe | uy.edu.um.entities.User@f2a0b8e | P=115
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=14193 | chrome.exe | uy.edu.um.entities.User@1b4fb997 | P=67
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=11521 | java.exe | uy.edu.um.entities.User@2957fcb0 | P=131
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=56218 | explorer.exe | uy.edu.um.entities.User@50134894 | P=82
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=80628 | cmd.exe | uy.edu.um.entities.User@694f9431 | P=197
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=26850 | diskpart.exe | uy.edu.um.entities.User@deb6432 | P=99
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=28731 | wmic.exe | uy.edu.um.entities.User@28ba21f3 | P=228
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=82378 | mvn.exe | uy.edu.um.entities.User@f2a0b8e | P=66
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=23909 | git.exe | uy.edu.um.entities.User@593634ad | P=52
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=74401 | ipconfig.exe | uy.edu.um.entities.User@1376c05c | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=34314 | ssh.exe | uy.edu.um.entities.User@f2a0b8e | P=101
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=17757 | python.exe | uy.edu.um.entities.User@1b4fb997 | P=50
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=92499 | control.exe | uy.edu.um.entities.User@1b4fb997 | P=117
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=26162 | regedit.exe | uy.edu.um.entities.User@5e8c92f4 | P=117
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=52882 | taskmgr.exe | uy.edu.um.entities.User@694f9431 | P=134
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=23186 | cmd.exe | uy.edu.um.entities.User@694f9431 | P=165
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=25102 | java.exe | uy.edu.um.entities.User@50134894 | P=116
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=44977 | regedit.exe | uy.edu.um.entities.User@1b4fb997 | P=67
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=8604 | git.exe | uy.edu.um.entities.User@1b4fb997 | P=116
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=94444 | chrome.exe | uy.edu.um.entities.User@694f9431 | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=37812 | gradle.exe | uy.edu.um.entities.User@1b4fb997 | P=83
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=26362 | python.exe | uy.edu.um.entities.User@1376c05c | P=69
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=82260 | notepad.exe | uy.edu.um.entities.User@1376c05c | P=52
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=93803 | wmic.exe | uy.edu.um.entities.User@1376c05c | P=82
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=77474 | control.exe | uy.edu.um.entities.User@5e8c92f4 | P=52
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=22932 | docker.exe | uy.edu.um.entities.User@1b4fb997 | P=69
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=87309 | notepad.exe | uy.edu.um.entities.User@deb6432 | P=85
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=57818 | java.exe | uy.edu.um.entities.User@61e4705b | P=101
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=35113 | ssh.exe | uy.edu.um.entities.User@2957fcb0 | P=164
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=80030 | python.exe | uy.edu.um.entities.User@50134894 | P=117
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=75564 | docker.exe | uy.edu.um.entities.User@694f9431 | P=98
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=14250 | ipconfig.exe | uy.edu.um.entities.User@51521cc1 | P=196
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=16716 | regedit.exe | uy.edu.um.entities.User@593634ad | P=114
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=90367 | chrome.exe | uy.edu.um.entities.User@694f9431 | P=164
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=78219 | node.exe | uy.edu.um.entities.User@61e4705b | P=99
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=57104 | mvn.exe | uy.edu.um.entities.User@50134894 | P=99
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=17245 | calc.exe | uy.edu.um.entities.User@deb6432 | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=93048 | cmd.exe | uy.edu.um.entities.User@694f9431 | P=164
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=21677 | ipconfig.exe | uy.edu.um.entities.User@2957fcb0 | P=227
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=25896 | powershell.exe | uy.edu.um.entities.User@694f9431 | P=131
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=21904 | calc.exe | uy.edu.um.entities.User@5e8c92f4 | P=52
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=43216 | diskpart.exe | uy.edu.um.entities.User@593634ad | P=69
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=45364 | regedit.exe | uy.edu.um.entities.User@28ba21f3 | P=164
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=90618 | explorer.exe | uy.edu.um.entities.User@1376c05c | P=85
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=74550 | taskmgr.exe | uy.edu.um.entities.User@694f9431 | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=15431 | calc.exe | uy.edu.um.entities.User@2957fcb0 | P=134
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=72587 | chrome.exe | uy.edu.um.entities.User@f2a0b8e | P=69
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=43278 | ssh.exe | uy.edu.um.entities.User@593634ad | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=71958 | services.exe | uy.edu.um.entities.User@51521cc1 | P=228
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=56672 | java.exe | uy.edu.um.entities.User@593634ad | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=71116 | diskpart.exe | uy.edu.um.entities.User@deb6432 | P=116
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=93201 | notepad.exe | uy.edu.um.entities.User@1376c05c | P=56
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=11760 | gradle.exe | uy.edu.um.entities.User@5e8c92f4 | P=116
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=57848 | ssh.exe | uy.edu.um.entities.User@2957fcb0 | P=133
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=74481 | git.exe | uy.edu.um.entities.User@61e4705b | P=99
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=38998 | ftp.exe | uy.edu.um.entities.User@51521cc1 | P=162
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=71817 | calc.exe | uy.edu.um.entities.User@f2a0b8e | P=85
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=64768 | wmic.exe | uy.edu.um.entities.User@deb6432 | P=84
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=89568 | notepad.exe | uy.edu.um.entities.User@28ba21f3 | P=98
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=94402 | java.exe | uy.edu.um.entities.User@28ba21f3 | P=227
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=28216 | explorer.exe | uy.edu.um.entities.User@50134894 | P=114
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=50806 | git.exe | uy.edu.um.entities.User@593634ad | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=27954 | chrome.exe | uy.edu.um.entities.User@50134894 | P=86
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=54364 | regedit.exe | uy.edu.um.entities.User@61e4705b | P=67
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=11598 | ssh.exe | uy.edu.um.entities.User@28ba21f3 | P=227
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=16417 | ssh.exe | uy.edu.um.entities.User@61e4705b | P=99
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=67833 | wmic.exe | uy.edu.um.entities.User@2957fcb0 | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=40862 | control.exe | uy.edu.um.entities.User@2957fcb0 | P=98
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=16806 | ping.exe | uy.edu.um.entities.User@deb6432 | P=66
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=47273 | netstat.exe | uy.edu.um.entities.User@1376c05c | P=66
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=32042 | wmic.exe | uy.edu.um.entities.User@1b4fb997 | P=69
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=17404 | control.exe | uy.edu.um.entities.User@694f9431 | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=97338 | regedit.exe | uy.edu.um.entities.User@61e4705b | P=54
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=51644 | explorer.exe | uy.edu.um.entities.User@5e8c92f4 | P=101
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=56964 | cmd.exe | uy.edu.um.entities.User@694f9431 | P=164
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=26447 | chrome.exe | uy.edu.um.entities.User@61e4705b | P=70
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=90517 | control.exe | uy.edu.um.entities.User@1376c05c | P=83
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=45091 | java.exe | uy.edu.um.entities.User@f2a0b8e | P=52
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=31495 | git.exe | uy.edu.um.entities.User@2957fcb0 | P=164
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=59450 | docker.exe | uy.edu.um.entities.User@1376c05c | P=67
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=41824 | ipconfig.exe | uy.edu.um.entities.User@28ba21f3 | P=163
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=89486 | docker.exe | uy.edu.um.entities.User@1b4fb997 | P=70
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=8713 | calc.exe | uy.edu.um.entities.User@f2a0b8e | P=86
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=94358 | netstat.exe | uy.edu.um.entities.User@1b4fb997 | P=83
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=11517 | java.exe | uy.edu.um.entities.User@61e4705b | P=52
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=16442 | python.exe | uy.edu.um.entities.User@28ba21f3 | P=98
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=70109 | python.exe | uy.edu.um.entities.User@f2a0b8e | P=101
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=49517 | netstat.exe | uy.edu.um.entities.User@28ba21f3 | P=168
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=28903 | calc.exe | uy.edu.um.entities.User@50134894 | P=98
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=35183 | cmd.exe | uy.edu.um.entities.User@694f9431 | P=226
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=32035 | docker.exe | uy.edu.um.entities.User@593634ad | P=115
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=91625 | services.exe | uy.edu.um.entities.User@593634ad | P=69
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=3182 | mvn.exe | uy.edu.um.entities.User@1b4fb997 | P=98
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=43435 | notepad.exe | uy.edu.um.entities.User@2957fcb0 | P=197
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=21215 | docker.exe | uy.edu.um.entities.User@5e8c92f4 | P=67
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=40390 | regedit.exe | uy.edu.um.entities.User@593634ad | P=50
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=75455 | docker.exe | uy.edu.um.entities.User@f2a0b8e | P=85
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=15192 | explorer.exe | uy.edu.um.entities.User@5e8c92f4 | P=99
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=96738 | powershell.exe | uy.edu.um.entities.User@1b4fb997 | P=69
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=24892 | wmic.exe | uy.edu.um.entities.User@f2a0b8e | P=83
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=30507 | git.exe | uy.edu.um.entities.User@deb6432 | P=116
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=95760 | ipconfig.exe | uy.edu.um.entities.User@28ba21f3 | P=133
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=16202 | docker.exe | uy.edu.um.entities.User@deb6432 | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=38897 | cmd.exe | uy.edu.um.entities.User@5e8c92f4 | P=116
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=8500 | taskmgr.exe | uy.edu.um.entities.User@28ba21f3 | P=164
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=69688 | gradle.exe | uy.edu.um.entities.User@5e8c92f4 | P=54
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=23457 | chrome.exe | uy.edu.um.entities.User@1376c05c | P=52
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=38014 | taskmgr.exe | uy.edu.um.entities.User@28ba21f3 | P=98
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=25724 | services.exe | uy.edu.um.entities.User@51521cc1 | P=163
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=52169 | diskpart.exe | uy.edu.um.entities.User@50134894 | P=67
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=79344 | notepad.exe | uy.edu.um.entities.User@28ba21f3 | P=162
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=94828 | control.exe | uy.edu.um.entities.User@f2a0b8e | P=69
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=11071 | taskmgr.exe | uy.edu.um.entities.User@28ba21f3 | P=102
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=51147 | services.exe | uy.edu.um.entities.User@f2a0b8e | P=66
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=98264 | ftp.exe | uy.edu.um.entities.User@f2a0b8e | P=54
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=2342 | wmic.exe | uy.edu.um.entities.User@f2a0b8e | P=56
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=75514 | gradle.exe | uy.edu.um.entities.User@593634ad | P=54
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=70779 | ipconfig.exe | uy.edu.um.entities.User@1b4fb997 | P=115
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=15048 | node.exe | uy.edu.um.entities.User@deb6432 | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=85381 | docker.exe | uy.edu.um.entities.User@2957fcb0 | P=163
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=55019 | node.exe | uy.edu.um.entities.User@1376c05c | P=70
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=45113 | ping.exe | uy.edu.um.entities.User@1b4fb997 | P=114
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=37354 | regedit.exe | uy.edu.um.entities.User@50134894 | P=50
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=69989 | python.exe | uy.edu.um.entities.User@694f9431 | P=163
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=35562 | regedit.exe | uy.edu.um.entities.User@61e4705b | P=85
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=48669 | explorer.exe | uy.edu.um.entities.User@2957fcb0 | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=34317 | ipconfig.exe | uy.edu.um.entities.User@1376c05c | P=98
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=36047 | chrome.exe | uy.edu.um.entities.User@deb6432 | P=101
